1e-08, -16.46301296594836, 2048, 0;
1e-08, -16.46299637199113, 4096, 0;
1e-08, -16.46299222865568, 8192, 0;
0.0009765625, -16.462992773596, 3072, 0;
0.0001, -16.46320780499664, 487, 0;
0.0001, -16.46354827896695, 424, 0;
0.0001, -16.46353763399575, 2385, 0;
0.0001, -16.4635396938145, 583, 0;
0.0001, -16.46355820369239, 275, 0;
0.0001, -16.46355272644185, 324, 0;
0.0001, -16.46355272644185, 324, 0;
0.0001, -16.4635598772218, 342, 0;
1.000000191619943e-05, -16.46299084900458, 600000, 0;
1.000000191619943e-05, -16.46299084900458, 600000, 0;
1.000000191619943e-05, -16.46299084900458, 600000, 0;
1, -18.84679390218336, 30, 0;
0.1000000000000001, 1.945739735866146e+21, 64, 0;
0.1000000000000001, 1.945739735866146e+21, 64, 0;
0.009999999999999343, -16.46314274842893, 600, 0;
0.009999999999999343, -16.46314274842893, 600, 0;
0.0009999999999992237, -16.46299236002216, 6000, 0;
0.0009999999999992237, -23.81387871248294, 6000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, -23.81387941058929, 3000, 0;
0.0009999999999992237, 2.718281547658089, 3000, 0;
0.0009999999999992237, 2.718281547658089, 3000, 0;
0.0009999999999992237, 2.718281547657877, 3000, 0;
0.0009999999999992237, 2.718281547657877, 3000, 0;
0.0009999999999992237, 2.718281547657877, 3000, 0;
0.009999999999999343, 2.71820301284893, 600, 500;
